21, 9, 0.826, 3033
43, 20, 0.522, 23
8, 50, 1.333, 6
7, 42, 0.429, 42
46, 3, 0.714, 14
11, 47, 0.143, 14
68, 20, 0.000, 2
33, 30, 0.688, 48
16, 50, 0.167, 6
39, 32, 1.167, 12
61, 19, 0.000, 1
44, 45, 0.000, 1
9, 21, 0.839, 2970
48, 40, 0.000, 1
12, 6, 1.260, 7318
16, 65, 0.000, 1
15, 11, 0.930, 4928
37, 26, 0.354, 48
24, 1, 1.929, 988
62, 18, 1.000, 1
27, 28, 0.631, 222
49, 15, 1.333, 3
52, 12, 0.333, 3
0, 58, 0.000, 1
3, 23, 1.367, 1711
25, 38, 0.788, 33
6, 0, 3.573, 17525
64, 7, 0.200, 5
32, 48, 0.500, 4
31, 24, 0.451, 184
53, 43, 0.000, 1
40, 16, 0.489, 47
21, 18, 0.709, 1548
43, 13, 0.286, 42
8, 57, 0.000, 2
7, 35, 1.021, 236
46, 10, 0.188, 16
11, 36, 0.982, 171
68, 19, 0.000, 3
33, 23, 0.609, 138
16, 41, 0.968, 31
36, 36, 0.211, 19
37, 20, 0.528, 89
58, 9, 0.000, 3
44, 36, 0.000, 2
9, 30, 0.872, 603
12, 61, 0.000, 1
34, 14, 0.734, 188
15, 16, 0.916, 3266
37, 3, 1.846, 130
24, 8, 0.806, 1939
62, 21, 2.000, 2
27, 21, 0.508, 502
49, 0, 0.000, 5
13, 26, 0.671, 1100
52, 11, 0.500, 2
0, 49, 0.000, 5
20, 60, 0.000, 1
3, 28, 1.316, 667
25, 47, 0.667, 6
28, 12, 0.638, 770
32, 55, 0.000, 1
31, 1, 1.840, 268
53, 52, 0.000, 1
40, 23, 0.182, 33
21, 27, 0.502, 496
4, 37, 1.326, 135
43, 2, 1.192, 26
8, 32, 0.868, 370
7, 24, 0.878, 1914
46, 13, 0.750, 12
29, 43, 0.125, 8
68, 26, 0.000, 2
33, 40, 0.800, 5
16, 32, 0.812, 245
36, 35, 0.375, 16
58, 16, 0.000, 1
22, 10, 0.868, 2633
44, 35, 0.000, 6
9, 7, 1.306, 9641
12, 52, 0.250, 4
34, 9, 0.929, 238
15, 25, 0.584, 1150
37, 12, 0.634, 153
24, 15, 0.657, 1386
42, 23, 1.235, 17
13, 19, 0.861, 2846
52, 18, 0.000, 1
0, 8, 3.674, 15582
3, 5, 1.737, 10125
25, 48, 0.000, 6
64, 21, 0.000, 1
28, 11, 0.723, 859
50, 24, 0.400, 5
31, 14, 0.646, 390
1, 47, 1.500, 2
40, 30, 0.158, 19
21, 36, 0.402, 82
4, 44, 1.133, 30
8, 39, 0.949, 99
7, 17, 1.065, 4540
65, 10, 1.000, 10
46, 20, 0.100, 10
29, 36, 0.588, 34
33, 33, 0.452, 31
16, 39, 1.000, 73
36, 42, 0.333, 6
41, 33, 0.750, 16
22, 13, 0.738, 2143
44, 26, 0.000, 10
9, 8, 1.216, 9406
12, 51, 0.500, 8
34, 0, 2.815, 378
37, 53, 0.000, 3
59, 8, 0.000, 2
24, 22, 0.579, 818
62, 7, 0.000, 3
13, 12, 0.972, 5545
52, 25, 0.500, 4
0, 15, 3.754, 8324
38, 28, 0.865, 37
3, 10, 1.575, 7135
28, 2, 1.697, 600
50, 19, 0.333, 6
53, 6, 0.000, 4
1, 32, 1.771, 245
40, 5, 0.775, 80
21, 45, 1.167, 12
4, 43, 0.828, 29
8, 46, 1.357, 14
7, 14, 1.157, 6028
65, 3, 1.333, 6
46, 31, 0.000, 2
68, 8, 0.250, 4
16, 30, 0.829, 350
2, 65, 0.000, 1
17, 65, 0.000, 2
22, 4, 1.167, 2279
5, 52, 0.250, 4
44, 17, 0.000, 10
9, 49, 1.250, 8
47, 4, 1.308, 13
12, 42, 0.769, 52
34, 27, 0.308, 65
17, 49, 0.000, 10
37, 62, 0.000, 1
59, 1, 9.000, 1
24, 29, 0.464, 265
62, 14, 3.500, 2
45, 46, 0.000, 1
10, 16, 0.943, 4613
13, 5, 1.326, 6419
0, 6, 3.538, 16994
38, 23, 0.516, 62
25, 2, 1.687, 1022
63, 21, 0.000, 2
28, 25, 0.674, 267
50, 10, 0.636, 11
53, 15, 0.500, 2
40, 12, 0.723, 65
21, 54, 0.000, 2
4, 18, 1.391, 3678
26, 35, 0.615, 65
7, 7, 1.346, 10334
65, 4, 1.667, 3
46, 38, 0.000, 2
11, 64, 2.000, 3
16, 21, 0.743, 1869
19, 0, 3.579, 4893
41, 19, 1.081, 37
22, 31, 0.756, 213
5, 61, 2.500, 6
44, 8, 0.286, 21
9, 58, 0.000, 3
47, 13, 1.211, 19
12, 33, 0.783, 276
34, 18, 0.772, 162
17, 42, 0.700, 30
37, 39, 0.375, 8
59, 6, 0.000, 3
42, 50, 0.000, 1
45, 39, 0.000, 1
10, 27, 0.808, 1066
35, 17, 0.684, 133
0, 29, 3.402, 885
38, 14, 0.722, 90
25, 11, 0.695, 1482
63, 18, 3.000, 2
28, 16, 0.733, 572
50, 5, 0.600, 5
14, 39, 0.935, 62
53, 8, 0.500, 2
1, 50, 0.500, 2
21, 63, 0.000, 2
4, 25, 1.338, 1294
26, 42, 0.292, 24
46, 41, 0.000, 3
29, 15, 0.653, 513
16, 12, 0.917, 4301
19, 9, 0.880, 3678
41, 20, 0.366, 41
22, 22, 0.625, 1179
5, 38, 0.759, 108
44, 7, 1.032, 31
9, 35, 0.685, 219
47, 10, 0.533, 15
30, 54, 0.000, 1
69, 25, 0.000, 3
34, 45, 0.000, 1
17, 35, 0.689, 122
37, 32, 0.176, 17
23, 13, 0.738, 1849
45, 32, 0.000, 1
10, 2, 1.863, 6470
30, 65, 3.000, 1
13, 55, 0.000, 4
35, 22, 0.725, 91
0, 20, 3.711, 4073
38, 1, 1.812, 64
25, 12, 0.626, 1412
9, 59, 0.000, 2
14, 46, 0.429, 7
53, 17, 0.000, 3
1, 11, 2.011, 4784
4, 0, 3.445, 18847
26, 53, 0.000, 2
65, 22, 0.500, 2
29, 8, 0.924, 737
12, 64, 0.000, 1
51, 39, 0.000, 1
16, 3, 1.519, 4156
19, 14, 0.832, 2678
2, 42, 1.607, 28
41, 29, 0.100, 20
22, 41, 0.519, 27
5, 47, 0.125, 8
9, 36, 0.880, 158
66, 15, 0.750, 4
47, 19, 0.000, 13
34, 36, 1.375, 8
17, 36, 0.715, 123
56, 9, 0.000, 2
37, 41, 0.000, 9
42, 36, 0.167, 6
23, 10, 0.777, 2179
45, 25, 0.000, 13
10, 13, 1.021, 6340
13, 48, 0.333, 9
35, 31, 0.765, 34
60, 13, 2.000, 1
25, 21, 0.601, 721
63, 0, 2.429, 7
14, 49, 0.200, 10
53, 26, 0.000, 2
1, 12, 2.053, 4361
39, 27, 0.429, 14
4, 15, 1.420, 4961
29, 1, 1.740, 392
21, 65, 0.000, 1
54, 11, 0.000, 3
19, 23, 0.680, 1167
2, 37, 1.430, 114
41, 6, 0.693, 75
22, 32, 0.714, 154
5, 40, 0.885, 78
9, 45, 0.700, 20
66, 6, 2.500, 2
47, 24, 0.500, 4
30, 32, 0.643, 56
69, 11, 0.000, 2
17, 29, 0.598, 453
42, 47, 0.000, 2
23, 3, 1.347, 1718
45, 18, 0.455, 11
10, 52, 0.000, 6
32, 9, 0.932, 410
31, 67, 0.000, 1
35, 4, 1.386, 246
18, 52, 0.000, 1
38, 51, 0.000, 2
60, 4, 0.000, 1
25, 30, 0.516, 155
11, 31, 0.775, 449
1, 5, 2.013, 7817
39, 16, 1.013, 75
26, 7, 0.934, 1313
48, 24, 0.833, 6
29, 26, 0.469, 209
54, 2, 0.000, 1
19, 28, 0.568, 495
2, 60, 0.333, 3
41, 15, 0.627, 59
5, 17, 1.344, 4284
27, 44, 1.182, 11
66, 1, 0.000, 1
47, 33, 5.000, 1
30, 43, 0.200, 10
34, 54, 0.000, 1
17, 22, 0.664, 1606
20, 5, 1.185, 3165
42, 22, 0.520, 25
23, 24, 0.477, 711
6, 48, 0.167, 6
45, 11, 0.294, 17
10, 63, 0.000, 2
32, 0, 2.886, 543
13, 34, 0.780, 191
35, 13, 0.618, 207
18, 47, 0.250, 8
38, 42, 0.000, 1
60, 3, 0.000, 4
11, 20, 0.781, 3045
50, 41, 0.000, 1
14, 3, 1.647, 5168
36, 20, 0.350, 100
1, 30, 1.970, 298
39, 9, 0.582, 91
22, 67, 1.000, 2
26, 14, 0.789, 1044
48, 31, 0.000, 1
29, 19, 0.473, 374
15, 32, 1.007, 272
54, 5, 0.000, 2
19, 37, 0.582, 91
2, 55, 0.500, 2
22, 50, 0.286, 7
5, 26, 1.053, 1167
27, 37, 0.610, 41
66, 24, 1.500, 2
30, 18, 0.930, 343
34, 49, 1.000, 1
17, 15, 0.841, 2883
20, 12, 0.772, 2825
42, 17, 0.793, 29
23, 17, 0.672, 1347
6, 43, 1.161, 31
45, 4, 1.176, 17
10, 38, 0.846, 104
32, 7, 1.155, 445
35, 50, 0.000, 3
18, 38, 0.432, 81
15, 67, 0.000, 2
8, 16, 1.104, 5075
11, 13, 1.014, 6080
50, 32, 0.000, 1
14, 10, 0.990, 5851
36, 19, 0.670, 106
1, 23, 1.892, 1078
39, 6, 0.828, 116
26, 9, 0.812, 1340
48, 22, 0.500, 2
51, 3, 0.000, 2
15, 41, 0.609, 64
54, 28, 0.000, 2
19, 42, 0.229, 35
2, 14, 1.829, 4446
22, 53, 0.000, 6
5, 3, 1.725, 10180
9, 64, 3.500, 2
66, 19, 0.333, 3
30, 21, 0.797, 300
17, 0, 3.652, 6623
20, 11, 0.779, 3058
3, 53, 3.000, 1
42, 24, 0.500, 22
23, 46, 0.222, 9
6, 34, 1.106, 255
10, 33, 0.842, 303
67, 16, 0.600, 5
32, 30, 0.643, 56
52, 31, 0.000, 1
18, 33, 0.720, 189
57, 10, 1.000, 2
38, 36, 0.375, 8
3, 66, 0.000, 1
43, 43, 0.000, 2
8, 23, 0.885, 2319
11, 2, 1.793, 5893
14, 13, 0.966, 4648
36, 26, 0.405, 42
13, 41, 0.364, 55
61, 14, 1.000, 1
26, 16, 0.666, 868
48, 13, 0.375, 8
51, 8, 2.000, 4
15, 54, 0.000, 1
19, 51, 0.000, 6
2, 9, 1.834, 6987
24, 38, 0.378, 45
5, 12, 1.372, 6938
30, 28, 0.481, 106
34, 67, 1.000, 1
55, 12, 0.333, 3
20, 18, 0.708, 1867
3, 58, 0.500, 2
42, 3, 1.070, 43
31, 46, 0.000, 2
6, 37, 1.160, 150
10, 40, 0.729, 70
67, 25, 2.000, 1
32, 21, 0.590, 222
31, 39, 0.412, 17
35, 32, 1.559, 34
18, 24, 0.711, 1024
43, 32, 0.000, 7
8, 30, 1.028, 566
7, 62, 0.000, 3
11, 59, 0.000, 1
33, 10, 0.754, 313
14, 20, 0.710, 2390
36, 1, 2.355, 124
32, 67, 0.000, 1
39, 52, 0.000, 1
61, 7, 0.000, 1
26, 27, 0.639, 255
48, 4, 0.333, 9
12, 26, 0.699, 1174
51, 17, 0.400, 5
15, 63, 1.000, 1
58, 30, 0.000, 1
19, 56, 1.500, 2
2, 0, 3.263, 19185
24, 45, 0.300, 10
27, 8, 0.908, 1100
10, 64, 0.500, 2
49, 27, 0.333, 3
30, 7, 1.138, 542
55, 5, 0.000, 1
20, 25, 0.685, 755
3, 35, 1.122, 189
42, 10, 0.256, 39
6, 28, 1.112, 815
28, 41, 0.000, 19
32, 44, 0.000, 10
31, 44, 0.500, 8
35, 41, 0.833, 6
18, 19, 0.751, 1941
21, 6, 1.079, 2960
4, 66, 0.000, 4
43, 25, 1.000, 14
8, 5, 1.469, 9970
11, 50, 0.833, 6
11, 48, 0.357, 14
33, 3, 1.385, 273
14, 31, 0.588, 396
36, 8, 0.994, 166
61, 0, 0.333, 3
7, 68, 0.000, 5
12, 17, 0.870, 3797
51, 22, 0.000, 3
15, 4, 1.403, 5108
19, 65, 1.250, 4
2, 27, 1.586, 761
24, 52, 0.000, 3
27, 1, 1.913, 561
49, 28, 0.000, 2
30, 14, 0.770, 418
0, 45, 1.556, 18
55, 2, 0.500, 2
20, 32, 0.668, 205
3, 40, 0.964, 84
23, 53, 0.000, 2
6, 23, 0.956, 2189
64, 10, 0.500, 2
28, 32, 0.726, 84
67, 7, 1.000, 2
32, 35, 1.219, 32
31, 21, 0.792, 259
35, 46, 0.000, 1
18, 10, 0.928, 3874
40, 35, 0.000, 7
21, 15, 0.749, 2064
43, 30, 0.000, 6
8, 12, 1.096, 7389
7, 44, 1.000, 32
11, 41, 0.640, 50
33, 4, 1.122, 311
16, 60, 2.000, 4
58, 4, 0.000, 1
39, 42, 0.000, 6
61, 25, 0.000, 1
9, 19, 0.872, 3610
12, 8, 1.085, 7448
23, 68, 0.000, 2
15, 13, 0.882, 4274
37, 16, 0.500, 94
2, 18, 1.689, 2841
24, 59, 0.500, 2
27, 6, 0.924, 1098
49, 21, 0.000, 3
52, 6, 0.000, 1
0, 36, 2.780, 200
20, 47, 0.000, 6
3, 17, 1.564, 3701
23, 50, 0.500, 2
6, 14, 1.279, 6076
64, 1, 1.667, 3
28, 63, 0.000, 1
67, 12, 0.333, 3
31, 18, 0.591, 247
18, 5, 1.196, 3916
40, 42, 0.333, 6
21, 8, 0.912, 3004
4, 48, 0.375, 8
43, 23, 0.000, 12
8, 51, 2.667, 3
7, 37, 1.099, 152
46, 0, 2.273, 11
11, 46, 0.529, 17
68, 21, 0.000, 2
33, 29, 0.658, 76
16, 51, 0.667, 3
58, 15, 0.000, 2
39, 35, 0.000, 9
9, 20, 0.947, 3275
48, 41, 0.000, 3
12, 7, 1.146, 7450
16, 66, 0.000, 1
15, 10, 0.945, 5276
37, 25, 0.400, 50
24, 2, 1.712, 1217
27, 31, 0.658, 114
49, 14, 0.455, 11
52, 13, 1.000, 3
0, 59, 1.667, 9
3, 22, 1.450, 1989
25, 37, 0.380, 50
6, 1, 1.998, 7388
28, 54, 0.000, 3
31, 27, 0.548, 115
14, 65, 0.333, 3
40, 17, 0.340, 50
21, 17, 0.740, 1705
4, 63, 0.667, 3
43, 12, 0.550, 40
8, 58, 0.000, 1
7, 34, 1.171, 257
46, 11, 0.500, 14
11, 39, 0.929, 84
68, 28, 0.000, 2
33, 22, 0.759, 145
16, 42, 0.577, 26
36, 37, 0.312, 16
44, 37, 0.000, 3
9, 29, 0.881, 666
48, 32, 0.667, 3
12, 62, 2.000, 3
34, 15, 0.928, 180
15, 19, 0.788, 2517
37, 2, 1.375, 120
24, 9, 0.898, 1910
27, 20, 0.584, 536
49, 7, 0.667, 9
13, 25, 0.754, 1301
52, 20, 0.000, 1
0, 50, 2.000, 3
3, 31, 1.524, 456
25, 46, 0.667, 6
28, 13, 0.660, 715
50, 30, 0.000, 3
31, 0, 3.189, 679
40, 24, 0.548, 31
21, 26, 0.558, 642
4, 38, 1.309, 123
43, 5, 0.659, 44
8, 33, 0.992, 356
7, 27, 0.907, 1030
46, 18, 0.417, 12
29, 42, 0.500, 8
68, 27, 0.000, 2
33, 47, 5.000, 1
16, 33, 0.652, 201
36, 44, 0.000, 2
58, 17, 0.000, 2
22, 11, 0.752, 2420
44, 28, 0.000, 9
9, 6, 1.232, 9499
12, 53, 1.500, 2
34, 6, 1.091, 274
15, 24, 0.663, 1399
37, 11, 0.755, 155
24, 16, 0.710, 1269
13, 18, 0.890, 3205
52, 19, 1.000, 3
0, 9, 3.706, 14411
38, 26, 0.316, 19
3, 4, 1.791, 10345
64, 22, 0.000, 1
28, 4, 1.260, 751
50, 25, 0.000, 6
31, 9, 0.924, 498
1, 46, 1.556, 9
40, 31, 0.222, 9
21, 35, 0.783, 115
4, 45, 1.526, 19
8, 40, 0.875, 72
7, 16, 1.171, 5027
65, 9, 0.375, 8
46, 21, 0.727, 11
29, 35, 0.512, 41
68, 2, 0.000, 2
33, 32, 0.743, 35
16, 24, 0.679, 1282
36, 43, 0.000, 6
17, 66, 0.800, 5
41, 32, 0.400, 5
22, 2, 1.660, 1739
44, 27, 1.000, 13
9, 15, 0.991, 5522
12, 44, 0.048, 21
34, 1, 1.724, 170
17, 63, 2.500, 2
37, 52, 0.000, 1
59, 11, 0.000, 1
24, 23, 0.473, 725
10, 22, 0.875, 2606
13, 11, 1.013, 6124
0, 0, 4.351, 48962
38, 29, 0.238, 21
3, 13, 1.590, 5381
8, 64, 1.000, 1
28, 3, 1.352, 681
50, 16, 0.200, 5
53, 5, 0.750, 4
1, 39, 1.762, 42
40, 6, 0.740, 100
21, 44, 0.538, 13
4, 20, 1.295, 2758
8, 47, 0.333, 9
7, 9, 1.290, 9571
65, 2, 0.000, 1
46, 28, 1.333, 3
68, 9, 0.000, 7
33, 57, 0.000, 1
16, 31, 0.734, 316
54, 44, 0.000, 1
41, 41, 0.000, 4
22, 5, 1.118, 2359
5, 51, 0.000, 4
44, 18, 1.500, 16
9, 48, 1.500, 10
47, 7, 0.733, 15
12, 43, 0.524, 42
34, 24, 0.633, 90
17, 48, 0.571, 7
