13, 49, 1.000
35, 28, 2.178
60, 12, 2.667
25, 22, 1.630
63, 1, 4.000
14, 48, 1.667
1, 13, 3.448
39, 24, 2.048
4, 14, 2.780
29, 2, 3.400
19, 20, 1.822
2, 36, 2.609
41, 7, 2.636
22, 35, 1.708
5, 41, 2.426
9, 46, 1.423
66, 9, 4.444
47, 25, 5.000
30, 35, 1.486
69, 12, 1.250
17, 30, 1.746
23, 0, 6.267
62, 37, 1.000
45, 19, 1.100
10, 55, 5.000
32, 8, 1.997
13, 42, 1.524
35, 5, 2.333
25, 31, 1.523
63, 14, 2.667
11, 28, 1.894
14, 59, 2.000
1, 6, 3.295
39, 17, 1.518
26, 6, 2.183
29, 27, 1.596
51, 50, 1.000
39, 26, 1.200
19, 29, 1.619
2, 63, 7.000
41, 8, 2.074
5, 18, 2.533
27, 45, 2.375
66, 0, 1.000
30, 42, 1.333
17, 23, 1.755
20, 4, 2.587
23, 25, 1.618
6, 51, 1.000
45, 12, 1.450
32, 15, 2.060
13, 35, 1.644
35, 10, 1.734
18, 46, 1.333
38, 53, 1.000
60, 2, 2.000
11, 21, 1.970
14, 2, 3.209
18, 65, 1.000
1, 31, 3.511
39, 14, 2.350
22, 66, 1.400
26, 1, 3.483
48, 30, 2.333
29, 20, 1.805
15, 33, 1.526
19, 34, 1.796
2, 54, 1.000
5, 27, 2.297
27, 34, 1.559
47, 47, 1.000
30, 45, 2.000
34, 48, 1.000
17, 8, 2.268
0, 64, 7.000
20, 3, 2.776
42, 16, 2.100
23, 22, 1.572
6, 42, 2.400
45, 5, 2.391
10, 57, 2.500
32, 6, 2.310
35, 51, 1.000
18, 41, 1.580
38, 44, 1.750
11, 10, 2.143
50, 35, 1.000
14, 5, 2.654
36, 18, 1.678
1, 16, 3.459
39, 7, 1.782
26, 8, 2.011
48, 21, 1.000
51, 0, 4.500
15, 46, 1.462
19, 43, 1.727
2, 49, 8.600
5, 4, 2.768
9, 65, 1.375
66, 18, 1.000
47, 52, 1.000
30, 20, 1.780
17, 1, 3.513
20, 10, 2.043
3, 50, 1.600
42, 27, 1.273
23, 47, 1.500
6, 45, 2.600
10, 32, 1.809
67, 17, 2.333
32, 29, 1.537
18, 32, 1.530
57, 11, 7.000
38, 39, 1.400
17, 28, 1.704
60, 16, 2.500
43, 40, 1.000
8, 22, 2.126
11, 3, 2.876
14, 12, 2.049
36, 25, 1.538
61, 15, 4.333
26, 19, 1.640
48, 12, 1.471
51, 9, 1.375
15, 55, 1.000
54, 22, 1.000
19, 48, 1.556
2, 8, 3.020
24, 37, 1.634
5, 13, 2.593
27, 48, 1.000
30, 31, 1.391
52, 40, 2.000
55, 13, 1.000
20, 17, 1.804
3, 59, 2.000
42, 2, 3.033
23, 36, 1.641
6, 36, 2.030
10, 43, 1.395
67, 22, 2.000
32, 20, 1.642
31, 36, 1.188
35, 33, 1.583
18, 27, 1.753
57, 12, 1.000
40, 52, 2.000
43, 33, 1.000
8, 29, 2.123
7, 63, 4.333
11, 56, 1.000
33, 11, 1.852
14, 23, 1.737
36, 0, 4.973
39, 53, 1.000
61, 8, 1.000
26, 26, 1.556
48, 3, 1.667
12, 25, 1.720
51, 14, 1.500
15, 60, 1.500
2, 3, 3.013
24, 44, 1.364
27, 9, 2.099
10, 67, 1.750
47, 58, 1.000
30, 6, 2.182
55, 10, 5.000
20, 24, 1.862
3, 32, 3.058
42, 13, 1.500
13, 67, 1.200
6, 31, 2.308
28, 40, 1.667
67, 31, 1.000
32, 43, 1.111
31, 45, 1.000
35, 38, 1.214
18, 18, 1.858
21, 7, 2.191
4, 65, 2.667
43, 38, 1.833
8, 4, 2.753
7, 52, 1.800
11, 49, 1.500
33, 12, 1.743
14, 30, 1.763
36, 15, 1.736
61, 1, 2.000
7, 69, 1.000
12, 16, 2.017
51, 23, 1.500
15, 5, 2.648
2, 26, 3.201
24, 51, 3.000
27, 14, 1.758
30, 9, 2.025
0, 44, 4.053
55, 3, 2.000
20, 39, 1.356
3, 41, 2.976
6, 22, 2.330
64, 9, 3.500
28, 39, 1.452
67, 4, 1.000
32, 34, 1.742
31, 42, 1.700
35, 47, 1.000
18, 13, 2.031
57, 30, 1.000
40, 34, 1.125
21, 0, 6.075
43, 31, 1.143
8, 11, 2.363
7, 45, 1.588
11, 54, 1.000
33, 5, 2.516
58, 7, 3.000
39, 43, 1.250
44, 54, 2.000
7, 66, 2.000
12, 15, 2.004
15, 2, 3.127
37, 17, 1.611
2, 21, 2.957
27, 7, 2.148
49, 22, 2.333
52, 5, 1.500
0, 35, 4.843
55, 24, 1.000
20, 46, 1.500
3, 46, 2.267
23, 51, 1.667
6, 9, 2.378
64, 0, 7.500
67, 13, 1.200
31, 19, 1.704
18, 4, 2.714
40, 41, 1.000
21, 9, 2.024
43, 20, 2.435
8, 50, 2.000
7, 42, 1.786
46, 3, 2.357
11, 47, 1.286
68, 20, 2.000
33, 30, 1.500
16, 50, 1.167
39, 32, 1.583
61, 19, 1.000
44, 45, 1.000
9, 21, 2.013
48, 40, 1.000
12, 6, 2.424
16, 65, 2.000
15, 11, 2.034
37, 26, 1.354
24, 1, 3.729
62, 18, 4.000
27, 28, 1.595
49, 15, 2.333
52, 12, 1.333
0, 58, 1.000
3, 23, 2.646
25, 38, 1.515
6, 0, 5.339
64, 7, 2.000
32, 48, 2.250
31, 24, 1.576
53, 43, 2.000
40, 16, 1.489
21, 18, 1.818
43, 13, 1.357
8, 57, 1.000
7, 35, 2.004
46, 10, 1.375
11, 36, 2.456
68, 19, 1.000
33, 23, 2.080
16, 41, 2.323
36, 36, 1.053
37, 20, 1.551
58, 9, 2.000
44, 36, 1.000
9, 30, 1.978
12, 61, 1.000
34, 14, 1.686
15, 16, 2.014
37, 3, 3.554
24, 8, 1.986
62, 21, 5.500
27, 21, 1.705
49, 0, 1.000
13, 26, 1.882
52, 11, 2.500
0, 49, 1.000
20, 60, 1.000
3, 28, 2.595
25, 47, 4.833
28, 12, 1.725
32, 55, 1.000
31, 1, 3.466
53, 52, 1.000
40, 23, 1.545
21, 27, 1.710
4, 37, 2.356
43, 2, 2.962
8, 32, 2.032
7, 24, 2.081
46, 13, 1.750
29, 43, 1.250
68, 26, 2.000
33, 40, 1.600
16, 32, 1.947
36, 35, 1.375
58, 16, 1.000
22, 10, 1.921
44, 35, 1.000
9, 7, 2.437
12, 52, 1.250
34, 9, 2.063
15, 25, 1.731
37, 12, 1.680
24, 15, 1.797
42, 23, 1.647
13, 19, 1.987
52, 18, 1.000
0, 8, 5.639
3, 5, 2.854
25, 48, 1.167
64, 21, 1.000
28, 11, 1.894
50, 24, 1.400
31, 14, 1.649
1, 47, 2.500
40, 30, 1.263
21, 36, 1.524
4, 44, 2.067
8, 39, 2.162
7, 17, 2.232
65, 10, 3.000
46, 20, 1.400
29, 36, 1.588
33, 33, 1.581
16, 39, 2.589
36, 42, 1.667
41, 33, 1.688
22, 13, 1.907
44, 26, 1.000
9, 8, 2.327
12, 51, 2.125
34, 0, 5.098
37, 53, 1.000
59, 8, 1.000
24, 22, 1.649
62, 7, 1.000
13, 12, 2.079
52, 25, 2.000
0, 15, 6.268
38, 28, 1.595
3, 10, 2.840
28, 2, 3.225
50, 19, 1.667
53, 6, 1.250
1, 32, 3.286
40, 5, 2.025
21, 45, 2.083
4, 43, 1.724
8, 46, 1.786
7, 14, 2.304
65, 3, 4.167
46, 31, 1.000
68, 8, 2.000
16, 30, 1.646
2, 65, 1.000
17, 65, 1.500
22, 4, 2.582
5, 52, 1.500
44, 17, 1.100
9, 49, 2.875
47, 4, 3.308
12, 42, 1.731
34, 27, 1.523
17, 49, 1.000
37, 62, 1.000
59, 1, 5.000
24, 29, 1.566
62, 14, 3.000
45, 46, 1.000
10, 16, 2.048
13, 5, 2.557
0, 6, 5.262
38, 23, 1.565
25, 2, 3.148
63, 21, 1.000
28, 25, 1.622
50, 10, 2.273
53, 15, 2.000
40, 12, 1.800
21, 54, 1.000
4, 18, 2.720
26, 35, 1.708
7, 7, 2.584
65, 4, 2.667
46, 38, 1.000
11, 64, 4.000
16, 21, 1.848
19, 0, 6.164
41, 19, 1.676
22, 31, 1.859
5, 61, 2.167
44, 8, 1.714
9, 58, 2.000
47, 13, 1.947
12, 33, 1.703
34, 18, 1.877
17, 42, 1.900
37, 39, 1.375
59, 6, 1.333
42, 50, 1.000
45, 39, 1.000
10, 27, 2.003
35, 17, 1.985
0, 29, 5.780
38, 14, 1.689
25, 11, 1.823
63, 18, 5.000
28, 16, 1.790
50, 5, 1.200
14, 39, 2.339
53, 8, 1.500
1, 50, 6.000
21, 63, 1.000
4, 25, 2.769
26, 42, 1.375
46, 41, 1.000
29, 15, 1.842
16, 12, 2.001
19, 9, 2.039
41, 20, 1.268
22, 22, 1.782
5, 38, 2.074
44, 7, 2.935
9, 35, 2.123
47, 10, 1.333
30, 54, 2.000
69, 25, 1.000
34, 45, 1.000
17, 35, 1.852
37, 32, 1.294
23, 13, 1.814
45, 32, 1.000
10, 2, 3.146
30, 65, 2.000
13, 55, 1.000
35, 22, 1.769
0, 20, 6.296
38, 1, 3.375
25, 12, 1.729
9, 59, 1.500
14, 46, 1.286
53, 17, 1.000
1, 11, 3.363
4, 0, 4.974
26, 53, 1.000
65, 22, 3.000
29, 8, 2.176
12, 64, 2.000
51, 39, 1.000
16, 3, 2.705
19, 14, 1.969
2, 42, 2.786
41, 29, 1.300
22, 41, 1.444
5, 47, 1.125
9, 36, 2.006
66, 15, 2.000
47, 19, 1.000
34, 36, 3.000
17, 36, 1.829
56, 9, 1.000
37, 41, 1.000
42, 36, 1.333
23, 10, 1.953
45, 25, 1.077
10, 13, 2.119
13, 48, 1.778
35, 31, 1.706
60, 13, 6.000
25, 21, 1.689
63, 0, 3.429
14, 49, 1.500
53, 26, 1.000
1, 12, 3.428
39, 27, 1.429
4, 15, 2.698
29, 1, 3.298
21, 65, 1.000
54, 11, 1.000
19, 23, 1.753
2, 37, 2.789
41, 6, 1.840
22, 32, 1.669
5, 40, 2.179
9, 45, 1.450
66, 6, 2.000
47, 24, 1.750
30, 32, 1.643
69, 11, 1.000
17, 29, 1.762
42, 47, 1.000
23, 3, 2.620
45, 18, 1.818
10, 52, 1.000
32, 9, 2.168
31, 67, 1.000
35, 4, 2.687
18, 52, 1.000
38, 51, 1.000
60, 4, 2.000
25, 30, 1.535
11, 31, 1.976
1, 5, 3.273
39, 16, 2.640
26, 7, 2.119
48, 24, 2.333
29, 26, 1.411
54, 2, 1.000
19, 28, 1.675
2, 60, 2.000
41, 15, 1.695
5, 17, 2.656
27, 44, 1.364
66, 1, 1.000
47, 33, 4.000
30, 43, 1.300
34, 54, 1.000
17, 22, 1.806
20, 5, 2.433
42, 22, 1.640
23, 24, 1.622
6, 48, 1.167
45, 11, 1.529
10, 63, 1.000
32, 0, 5.015
13, 34, 1.827
35, 13, 1.643
18, 47, 2.375
38, 42, 1.000
60, 3, 1.000
11, 20, 1.932
50, 41, 1.000
14, 3, 2.958
36, 20, 1.460
1, 30, 3.369
39, 9, 1.659
22, 67, 2.000
26, 14, 1.995
48, 31, 1.000
29, 19, 1.543
15, 32, 2.081
54, 5, 1.500
19, 37, 1.681
2, 55, 1.500
22, 50, 1.286
5, 26, 2.307
27, 37, 1.488
66, 24, 4.000
30, 18, 1.945
34, 49, 3.000
17, 15, 1.940
20, 12, 1.853
42, 17, 2.103
23, 17, 1.753
6, 43, 2.226
45, 4, 2.235
10, 38, 1.971
32, 7, 2.321
35, 50, 1.000
18, 38, 1.469
15, 67, 1.000
8, 16, 2.301
11, 13, 2.082
50, 32, 1.000
14, 10, 2.093
36, 19, 2.028
1, 23, 3.402
39, 6, 2.216
26, 9, 2.010
48, 22, 1.500
51, 3, 1.000
15, 41, 1.672
54, 28, 1.000
19, 42, 1.371
2, 14, 3.258
22, 53, 1.500
5, 3, 2.858
9, 64, 3.500
66, 19, 1.667
30, 21, 1.913
17, 0, 6.319
20, 11, 1.936
3, 53, 3.000
42, 24, 1.500
23, 46, 1.333
6, 34, 2.133
10, 33, 1.891
67, 16, 2.000
32, 30, 1.643
52, 31, 1.000
18, 33, 1.735
57, 10, 2.500
38, 36, 1.250
3, 66, 1.000
43, 43, 1.000
8, 23, 1.989
11, 2, 3.201
14, 13, 2.144
36, 26, 1.429
13, 41, 1.455
61, 14, 2.000
26, 16, 1.725
48, 13, 1.875
51, 8, 3.500
15, 54, 1.000
19, 51, 1.000
2, 9, 3.086
24, 38, 1.422
5, 12, 2.640
30, 28, 1.443
34, 67, 3.000
55, 12, 1.667
20, 18, 1.837
3, 58, 1.500
42, 3, 2.651
31, 46, 1.000
6, 37, 2.393
10, 40, 1.600
67, 25, 6.000
32, 21, 1.653
31, 39, 1.412
35, 32, 2.029
18, 24, 1.890
43, 32, 1.000
8, 30, 2.251
7, 62, 1.000
11, 59, 3.000
33, 10, 1.818
14, 20, 1.839
36, 1, 3.589
32, 67, 1.000
39, 52, 1.000
61, 7, 1.000
26, 27, 1.522
48, 4, 1.556
12, 26, 1.782
51, 17, 2.000
15, 63, 3.000
58, 30, 1.000
19, 56, 1.500
2, 0, 4.484
24, 45, 1.300
27, 8, 2.023
10, 64, 1.500
49, 27, 1.667
30, 7, 2.347
55, 5, 2.000
20, 25, 1.739
3, 35, 2.593
42, 10, 1.462
6, 28, 2.321
28, 41, 1.000
32, 44, 1.100
31, 44, 1.375
35, 41, 2.000
18, 19, 1.753
21, 6, 2.277
4, 66, 1.000
43, 25, 1.571
8, 5, 2.654
11, 50, 1.500
11, 48, 1.286
33, 3, 2.886
14, 31, 1.609
36, 8, 2.127
61, 0, 1.667
7, 68, 1.200
12, 17, 1.960
51, 22, 1.333
15, 4, 2.709
19, 65, 1.750
2, 27, 3.091
24, 52, 1.000
27, 1, 3.585
49, 28, 1.500
30, 14, 1.787
0, 45, 2.667
55, 2, 1.500
20, 32, 1.722
3, 40, 2.238
23, 53, 1.000
6, 23, 2.258
64, 10, 1.500
28, 32, 1.560
67, 7, 2.500
32, 35, 2.031
31, 21, 1.737
35, 46, 1.000
18, 10, 2.049
40, 35, 1.000
21, 15, 1.797
43, 30, 1.000
8, 12, 2.229
7, 44, 2.844
11, 41, 1.600
33, 4, 2.469
16, 60, 2.500
58, 4, 1.000
39, 42, 1.000
61, 25, 1.000
9, 19, 2.022
12, 8, 2.236
23, 68, 1.000
15, 13, 1.979
37, 16, 1.543
2, 18, 3.224
24, 59, 1.500
27, 6, 2.107
49, 21, 1.000
52, 6, 1.000
0, 36, 4.940
20, 47, 1.000
3, 17, 2.927
23, 50, 1.500
6, 14, 2.536
64, 1, 5.667
28, 63, 1.000
67, 12, 1.667
31, 18, 1.704
18, 5, 2.522
40, 42, 1.333
21, 8, 2.157
4, 48, 1.625
43, 23, 1.167
8, 51, 4.333
7, 37, 2.401
46, 0, 5.727
11, 46, 2.647
68, 21, 1.500
33, 29, 1.750
16, 51, 2.667
58, 15, 1.500
39, 35, 1.111
9, 20, 2.125
48, 41, 1.000
12, 7, 2.361
16, 66, 1.000
15, 10, 2.092
37, 25, 1.480
24, 2, 3.207
27, 31, 1.658
49, 14, 1.636
52, 13, 2.000
0, 59, 2.556
3, 22, 2.865
25, 37, 1.460
6, 1, 3.338
28, 54, 1.333
31, 27, 1.557
14, 65, 1.333
40, 17, 1.460
21, 17, 1.822
4, 63, 1.333
43, 12, 1.325
8, 58, 1.000
7, 34, 2.354
46, 11, 2.929
11, 39, 1.976
68, 28, 1.000
33, 22, 1.897
16, 42, 2.038
36, 37, 1.312
44, 37, 1.000
9, 29, 2.023
48, 32, 2.667
12, 62, 3.000
34, 15, 1.756
15, 19, 1.857
37, 2, 2.917
24, 9, 2.042
27, 20, 1.655
49, 7, 2.000
13, 25, 1.860
52, 20, 1.000
0, 50, 4.667
3, 31, 3.057
25, 46, 1.833
28, 13, 1.699
50, 30, 1.333
31, 0, 5.274
40, 24, 1.774
21, 26, 1.653
4, 38, 2.520
43, 5, 2.182
8, 33, 2.410
7, 27, 2.123
46, 18, 1.333
29, 42, 1.250
68, 27, 1.500
33, 47, 4.000
16, 33, 1.801
36, 44, 1.000
58, 17, 1.500
22, 11, 1.913
44, 28, 1.000
9, 6, 2.373
12, 53, 1.500
34, 6, 2.120
15, 24, 1.809
37, 11, 1.832
24, 16, 1.762
13, 18, 2.015
52, 19, 2.000
0, 9, 5.809
38, 26, 1.263
3, 4, 2.926
64, 22, 1.000
28, 4, 2.751
50, 25, 1.000
31, 9, 2.038
1, 46, 3.444
40, 31, 1.222
21, 35, 1.583
4, 45, 3.421
8, 40, 1.889
7, 16, 2.421
65, 9, 1.375
46, 21, 1.545
29, 35, 1.902
68, 2, 1.000
33, 32, 1.600
16, 24, 1.764
36, 43, 1.333
17, 66, 2.200
41, 32, 1.200
22, 2, 3.335
44, 27, 1.308
9, 15, 2.050
12, 44, 1.238
34, 1, 2.782
17, 63, 4.000
37, 52, 1.000
59, 11, 3.000
24, 23, 1.630
10, 22, 1.912
13, 11, 2.103
0, 0, 5.287
38, 29, 1.381
3, 13, 2.901
8, 64, 4.000
28, 3, 2.725
50, 16, 1.200
53, 5, 2.250
1, 39, 3.286
40, 6, 1.950
21, 44, 1.692
4, 20, 2.586
8, 47, 1.444
7, 9, 2.449
65, 2, 1.000
46, 28, 6.000
68, 9, 1.143
33, 57, 1.000
16, 31, 1.737
54, 44, 2.000
41, 41, 1.000
22, 5, 2.547
5, 51, 1.000
44, 18, 2.562
9, 48, 1.500
47, 7, 1.867
12, 43, 1.333
34, 24, 1.644
17, 48, 1.857
59, 0, 2.556
24, 30, 1.717
5, 68, 1.000
62, 15, 1.000
10, 17, 2.154
13, 4, 2.706
0, 7, 5.621
38, 20, 1.438
25, 1, 3.812
63, 20, 1.000
28, 26, 1.531
50, 11, 1.500
53, 14, 1.333
1, 56, 1.000
40, 13, 1.861
4, 19, 2.805
26, 32, 1.632
7, 6, 2.558
65, 27, 1.000
11, 67, 1.333
33, 50, 1.000
16, 22, 1.816
19, 3, 2.954
41, 18, 1.588
22, 28, 1.759
5, 60, 1.000
44, 9, 1.655
9, 57, 3.000
47, 12, 1.000
12, 34, 1.662
34, 19, 1.644
17, 41, 2.703
37, 38, 1.000
59, 25, 1.500
42, 51, 1.000
10, 24, 1.908
13, 61, 1.500
35, 16, 1.683
0, 30, 5.518
38, 15, 1.524
25, 10, 1.894
28, 17, 1.685
50, 2, 1.000
14, 36, 1.574
53, 23, 1.000
1, 49, 1.000
21, 62, 5.500
4, 26, 2.361
26, 43, 2.000
46, 46, 1.000
29, 14, 1.684
16, 13, 2.020
19, 8, 2.141
41, 27, 1.316
22, 23, 1.599
5, 37, 2.137
44, 0, 5.048
9, 34, 1.936
47, 21, 3.125
34, 42, 1.111
17, 34, 1.630
56, 3, 1.000
37, 47, 1.000
59, 30, 1.000
23, 12, 1.850
45, 31, 1.000
10, 3, 2.847
49, 36, 1.000
35, 25, 1.529
0, 21, 6.034
38, 6, 2.380
25, 19, 1.735
14, 47, 1.571
31, 7, 2.102
1, 10, 3.432
39, 29, 1.615
4, 1, 3.188
26, 50, 1.000
65, 21, 1.000
29, 7, 2.141
12, 65, 6.000
51, 38, 1.000
16, 4, 2.732
21, 66, 1.000
19, 17, 1.867
2, 43, 1.909
41, 28, 1.471
22, 46, 1.429
5, 46, 2.053
9, 43, 1.511
66, 12, 2.250
47, 18, 3.875
34, 37, 1.071
15, 69, 1.667
56, 10, 2.000
37, 40, 1.462
59, 23, 1.000
42, 37, 1.000
23, 5, 2.461
45, 24, 1.500
10, 10, 2.227
13, 47, 2.000
35, 30, 1.500
18, 58, 1.000
60, 14, 4.500
25, 20, 1.767
63, 3, 1.000
11, 25, 1.835
14, 54, 1.000
53, 25, 1.250
1, 3, 3.180
21, 64, 1.000
4, 8, 2.748
29, 0, 5.856
54, 8, 1.667
19, 22, 1.824
2, 34, 3.227
41, 5, 2.208
22, 33, 1.834
5, 23, 2.425
9, 44, 1.577
66, 7, 1.833
47, 27, 1.000
30, 33, 1.500
69, 10, 1.000
15, 66, 2.000
42, 44, 1.000
23, 2, 3.266
6, 62, 1.000
45, 17, 1.071
10, 53, 1.000
32, 10, 1.796
13, 40, 1.831
35, 7, 2.071
18, 53, 1.500
38, 48, 1.000
60, 5, 1.000
25, 29, 1.433
11, 30, 1.992
50, 47, 1.000
14, 57, 1.000
18, 68, 1.000
1, 4, 3.181
39, 19, 1.489
26, 4, 2.403
48, 25, 1.000
29, 25, 1.439
54, 3, 1.000
19, 31, 1.687
41, 14, 1.580
5, 16, 2.662
27, 47, 1.000
47, 32, 1.000
30, 40, 1.438
17, 21, 1.831
55, 32, 1.000
20, 6, 2.365
24, 65, 2.000
23, 27, 1.716
6, 49, 1.000
45, 10, 2.786
10, 60, 1.000
32, 1, 3.129
13, 33, 1.812
35, 12, 1.958
18, 44, 2.688
38, 43, 1.833
15, 64, 1.333
11, 23, 1.864
14, 0, 6.354
36, 21, 1.533
1, 29, 3.442
39, 8, 2.029
22, 64, 1.000
26, 15, 1.639
48, 16, 1.125
29, 18, 1.618
15, 35, 1.830
19, 36, 2.096
2, 52, 13.000
22, 51, 1.250
5, 25, 2.546
27, 36, 1.618
66, 25, 2.000
30, 19, 1.710
52, 36, 2.000
17, 14, 2.028
0, 66, 1.000
20, 13, 1.974
42, 30, 1.333
23, 16, 1.804
6, 40, 1.869
45, 3, 3.294
10, 39, 1.764
67, 42, 3.000
32, 24, 1.624
31, 48, 1.000
18, 39, 1.625
57, 0, 4.500
38, 34, 1.250
43, 53, 2.000
8, 17, 2.263
11, 12, 2.054
50, 33, 1.500
14, 11, 2.136
36, 28, 1.105
1, 22, 3.378
39, 1, 3.224
26, 22, 1.552
48, 23, 1.000
51, 2, 4.500
15, 40, 2.045
19, 45, 1.091
2, 15, 3.103
24, 32, 1.624
5, 2, 2.940
66, 16, 1.000
30, 26, 1.657
17, 7, 2.232
20, 20, 1.730
3, 52, 11.000
42, 25, 1.696
23, 41, 1.857
6, 35, 2.139
10, 46, 1.529
32, 31, 1.323
18, 30, 1.871
57, 9, 3.000
38, 37, 1.100
3, 69, 1.000
43, 42, 2.667
8, 24, 2.058
11, 5, 2.609
14, 18, 1.859
36, 27, 1.636
32, 66, 1.000
61, 13, 1.500
26, 17, 1.604
48, 14, 1.833
12, 28, 1.746
51, 11, 1.600
15, 49, 2.333
19, 50, 1.667
2, 6, 2.963
24, 39, 2.023
5, 11, 2.573
27, 50, 1.500
30, 29, 1.642
52, 42, 1.000
55, 15, 1.000
20, 19, 1.842
3, 61, 1.333
42, 0, 5.065
23, 38, 1.490
6, 26, 2.216
10, 41, 1.613
67, 24, 2.000
32, 22, 1.765
31, 38, 2.091
35, 35, 1.632
18, 25, 1.958
4, 68, 1.833
43, 35, 1.000
8, 31, 2.143
7, 57, 4.000
11, 58, 2.000
33, 9, 1.962
14, 21, 1.896
36, 2, 2.773
39, 55, 2.000
61, 6, 1.500
26, 24, 1.573
48, 5, 2.250
12, 27, 1.867
51, 16, 2.667
15, 62, 1.000
19, 59, 15.000
2, 1, 3.276
24, 46, 2.000
27, 11, 1.838
10, 65, 3.000
49, 26, 3.000
30, 4, 2.672
20, 26, 1.646
3, 34, 2.473
42, 11, 1.691
6, 29, 2.419
28, 42, 1.350
32, 45, 1.000
13, 69, 1.000
35, 40, 1.000
18, 16, 1.957
21, 5, 2.468
4, 67, 1.000
43, 24, 2.333
8, 6, 2.517
7, 54, 2.000
11, 51, 1.500
33, 2, 3.027
14, 28, 1.994
36, 9, 1.958
12, 18, 1.930
51, 25, 1.000
15, 7, 2.379
37, 22, 1.672
2, 24, 3.268
24, 53, 1.000
27, 0, 5.978
49, 19, 1.083
30, 15, 1.739
0, 46, 6.667
20, 33, 1.645
3, 43, 3.120
23, 52, 1.000
6, 20, 2.353
64, 11, 5.667
28, 33, 1.446
67, 6, 2.000
32, 36, 1.429
31, 20, 1.852
53, 39, 1.000
18, 11, 1.978
40, 36, 1.857
21, 14, 1.942
43, 17, 1.750
8, 13, 2.304
7, 47, 2.188
11, 40, 1.986
33, 27, 1.639
16, 61, 2.000
36, 48, 1.333
19, 64, 1.000
58, 5, 6.500
39, 37, 1.300
9, 18, 2.100
12, 9, 2.177
15, 12, 2.012
37, 31, 1.464
2, 19, 3.221
26, 66, 1.333
